,month,line_name,subway_station,city,transfer_line,대합실면적,승강장면적,congestion_total,congestion_mean,get_in_total,get_out_total,peak_time_passengers_total,non_peak_time_passengers_total,passengers_total,peak_time_mean,non_peak_time_mean,passengers_mean,latitude,longitude
6177,202309,5호선,서대문,종로구,1.0,4887.19,1920.11,429.99,17.91625,533061,531989,608604,456446,1065050,101434.0,25358.11111111111,44377.083333333336,37.565773,126.966641
6178,202310,5호선,서대문,종로구,1.0,4887.19,1920.11,425.56,17.731666666666666,543531,545684,616147,473068,1089215,102691.16666666667,26281.555555555555,45383.958333333336,37.565773,126.966641
6179,202311,5호선,서대문,종로구,1.0,4887.19,1920.11,481.33,20.055416666666666,593948,598275,693167,499056,1192223,115527.83333333333,27725.333333333332,49675.958333333336,37.565773,126.966641
6180,202312,5호선,서대문,종로구,1.0,4887.19,1920.11,432.75,18.03125,553469,554171,611354,496286,1107640,101892.33333333333,27571.444444444445,46151.666666666664,37.565773,126.966641
6181,202401,5호선,서대문,종로구,1.0,4887.19,1920.11,437.96,18.24833333333333,557930,563040,669303,451667,1120970,111550.5,25092.61111111111,46707.083333333336,37.565773,126.966641
6182,202402,5호선,서대문,종로구,1.0,4887.19,1920.11,428.82000000000005,17.867500000000003,493636,497674,578472,412838,991310,96412.0,22935.444444444445,41304.583333333336,37.565773,126.966641
6183,202403,5호선,서대문,종로구,1.0,4887.19,1920.11,449.22999999999996,18.717916666666664,575007,574708,659907,489808,1149715,109984.5,27211.555555555555,47904.791666666664,37.565773,126.966641
6184,202404,5호선,서대문,종로구,1.0,4887.19,1920.11,467.36999999999995,19.47375,577703,579913,673980,483636,1157616,112330.0,26868.666666666668,48234.0,37.565773,126.966641
6185,202405,5호선,서대문,종로구,1.0,4887.19,1920.11,453.51,18.89625,577614,583212,658349,502477,1160826,109724.83333333333,27915.38888888889,48367.75,37.565773,126.966641
6186,202406,5호선,서대문,종로구,1.0,4887.19,1920.11,428.82000000000005,17.867500000000003,529563,532622,604766,457419,1062185,100794.33333333333,25412.166666666668,44257.708333333336,37.565773,126.966641
6187,202407,5호선,서대문,종로구,1.0,4887.19,1920.11,454.56999999999994,18.940416666666664,579924,583545,697812,465657,1163469,116302.0,25869.833333333332,48477.875,37.565773,126.966641
6188,202408,5호선,서대문,종로구,1.0,4887.19,1920.11,410.68000000000006,17.111666666666668,524164,526909,622412,428661,1051073,103735.33333333333,23814.5,43794.708333333336,37.565773,126.966641
6189,202409,5호선,서대문,종로구,1.0,4887.19,1920.11,410.4,17.099999999999998,506972,509553,578941,437584,1016525,96490.16666666667,24310.222222222223,42355.208333333336,37.565773,126.966641
6190,202410,5호선,서대문,종로구,1.0,4887.19,1920.11,449.25,18.71875,575829,574056,649565,500320,1149885,108260.83333333333,27795.555555555555,47911.875,37.565773,126.966641
6191,202111,경원선,서빙고,용산구,1.0,,,0.0,,59663,60375,53349,66689,120038,8891.5,3704.9444444444443,5001.583333333333,,
6192,202112,경원선,서빙고,용산구,1.0,,,0.0,,54247,51624,49393,56478,105871,8232.166666666666,3137.6666666666665,4411.291666666667,,
6193,202201,경원선,서빙고,용산구,1.0,,,0.0,,50869,49110,45743,54236,99979,7623.833333333333,3013.1111111111113,4165.791666666667,,
6194,202202,경원선,서빙고,용산구,1.0,,,0.0,,43612,42129,39915,45826,85741,6652.5,2545.8888888888887,3572.5416666666665,,
6195,202203,경원선,서빙고,용산구,1.0,,,0.0,,48716,46414,44694,50436,95130,7449.0,2802.0,3963.75,,
6196,202204,경원선,서빙고,용산구,1.0,,,0.0,,57506,54567,52148,59925,112073,8691.333333333334,3329.1666666666665,4669.708333333333,,
6197,202205,경원선,서빙고,용산구,1.0,,,0.0,,66296,62819,57884,71231,129115,9647.333333333334,3957.277777777778,5379.791666666667,,
6198,202206,경원선,서빙고,용산구,1.0,,,0.0,,62226,58337,55437,65126,120563,9239.5,3618.1111111111113,5023.458333333333,,
6199,202207,경원선,서빙고,용산구,1.0,,,0.0,,62181,57829,55686,64324,120010,9281.0,3573.5555555555557,5000.416666666667,,
6200,202208,경원선,서빙고,용산구,1.0,,,0.0,,63601,57533,56464,64670,121134,9410.666666666666,3592.777777777778,5047.25,,
6201,202209,경원선,서빙고,용산구,1.0,,,0.0,,64670,60591,57850,67411,125261,9641.666666666666,3745.0555555555557,5219.208333333333,,
6202,202210,경원선,서빙고,용산구,1.0,,,0.0,,73086,69559,60903,81742,142645,10150.5,4541.222222222223,5943.541666666667,,
6203,202211,경원선,서빙고,용산구,1.0,,,0.0,,67034,64179,60096,71117,131213,10016.0,3950.9444444444443,5467.208333333333,,
6204,202212,경원선,서빙고,용산구,1.0,,,0.0,,61426,58225,54712,64939,119651,9118.666666666666,3607.722222222222,4985.458333333333,,
6205,202301,경원선,서빙고,용산구,1.0,,,0.0,,56219,53348,50589,58978,109567,8431.5,3276.5555555555557,4565.291666666667,,
6206,202302,경원선,서빙고,용산구,1.0,,,0.0,,58258,56440,52952,61746,114698,8825.333333333334,3430.3333333333335,4779.083333333333,,
6207,202303,경원선,서빙고,용산구,1.0,,,0.0,,70541,66933,63161,74313,137474,10526.833333333334,4128.5,5728.083333333333,,
6208,202304,경원선,서빙고,용산구,1.0,,,0.0,,70279,67502,60538,77243,137781,10089.666666666666,4291.277777777777,5740.875,,
6209,202305,경원선,서빙고,용산구,1.0,,,0.0,,75167,68961,63453,80675,144128,10575.5,4481.944444444444,6005.333333333333,,
6210,202306,경원선,서빙고,용산구,1.0,,,0.0,,73993,69149,61995,81147,143142,10332.5,4508.166666666667,5964.25,,
6211,202307,경원선,서빙고,용산구,1.0,,,0.0,,68289,64101,59128,73262,132390,9854.666666666666,4070.1111111111113,5516.25,,
6212,202308,경원선,서빙고,용산구,1.0,,,0.0,,64675,60312,56574,68413,124987,9429.0,3800.722222222222,5207.791666666667,,
6213,202309,경원선,서빙고,용산구,1.0,,,0.0,,68183,64491,57336,75338,132674,9556.0,4185.444444444444,5528.083333333333,,
6214,202310,경원선,서빙고,용산구,1.0,,,0.0,,76906,74519,62967,88458,151425,10494.5,4914.333333333333,6309.375,,
6215,202311,경원선,서빙고,용산구,1.0,,,0.0,,70566,68531,61194,77903,139097,10199.0,4327.944444444444,5795.708333333333,,
6216,202312,경원선,서빙고,용산구,1.0,,,0.0,,64979,62178,55013,72144,127157,9168.833333333334,4008.0,5298.208333333333,,
6217,202401,경원선,서빙고,용산구,1.0,,,0.0,,63060,60589,56908,66741,123649,9484.666666666666,3707.8333333333335,5152.041666666667,,
6218,202402,경원선,서빙고,용산구,1.0,,,0.0,,58039,55758,50544,63253,113797,8424.0,3514.0555555555557,4741.541666666667,,
6219,202403,경원선,서빙고,용산구,1.0,,,0.0,,71856,69465,61200,80121,141321,10200.0,4451.166666666667,5888.375,,
6220,202404,경원선,서빙고,용산구,1.0,,,0.0,,74416,71985,63620,82781,146401,10603.333333333334,4598.944444444444,6100.041666666667,,
6221,202405,경원선,서빙고,용산구,1.0,,,0.0,,74396,71032,63211,82217,145428,10535.166666666666,4567.611111111111,6059.5,,
6222,202406,경원선,서빙고,용산구,1.0,,,0.0,,71444,67693,58980,80157,139137,9830.0,4453.166666666667,5797.375,,
6223,202407,경원선,서빙고,용산구,1.0,,,0.0,,67520,63439,61072,69887,130959,10178.666666666666,3882.6111111111113,5456.625,,
6224,202408,경원선,서빙고,용산구,1.0,,,0.0,,62809,58668,55331,66146,121477,9221.833333333334,3674.777777777778,5061.541666666667,,
6225,202409,경원선,서빙고,용산구,1.0,,,0.0,,67528,63438,56927,74039,130966,9487.833333333334,4113.277777777777,5456.916666666667,,
6226,202410,경원선,서빙고,용산구,1.0,,,0.0,,81739,77628,66120,93247,159367,11020.0,5180.388888888889,6640.291666666667,,
6227,202111,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1152.87,48.036249999999995,1312334,1290275,1233757,1368852,2602609,205626.16666666666,76047.33333333333,108442.04166666667,37.481247,126.952739
6228,202112,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1099.6,45.81666666666666,1295151,1269936,1193351,1371736,2565087,198891.83333333334,76207.55555555556,106878.625,37.481247,126.952739
6229,202201,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1035.1,43.12916666666666,1220040,1194574,1109081,1305533,2414614,184846.83333333334,72529.61111111111,100608.91666666667,37.481247,126.952739
6230,202202,2호선,서울대입구,관악구,1.0,4679.0,1750.0,986.1600000000001,41.09,1042418,1035420,951406,1126432,2077838,158567.66666666666,62579.555555555555,86576.58333333333,37.481247,126.952739
6231,202203,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1028.62,42.85916666666666,1210148,1189389,1114663,1284874,2399537,185777.16666666666,71381.88888888889,99980.70833333333,37.481247,126.952739
6232,202204,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1151.78,47.990833333333335,1313750,1286379,1206028,1394101,2600129,201004.66666666666,77450.05555555556,108338.70833333333,37.481247,126.952739
6233,202205,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1204.34,50.18083333333333,1417122,1392280,1291091,1518311,2809402,215181.83333333334,84350.61111111111,117058.41666666667,37.481247,126.952739
6234,202206,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1146.46,47.76916666666667,1308532,1279601,1183040,1405093,2588133,197173.33333333334,78060.72222222222,107838.875,37.481247,126.952739
6235,202207,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1137.88,47.41166666666667,1340619,1313760,1219436,1434943,2654379,203239.33333333334,79719.05555555556,110599.125,37.481247,126.952739
6236,202208,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1091.46,45.4775,1284753,1261278,1187144,1358887,2546031,197857.33333333334,75493.72222222222,106084.625,37.481247,126.952739
6237,202209,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1148.24,47.843333333333334,1312935,1279244,1202595,1389584,2592179,200432.5,77199.11111111111,108007.45833333333,37.481247,126.952739
6238,202210,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1165.6,48.56666666666666,1378095,1340963,1223595,1495463,2719058,203932.5,83081.27777777778,113294.08333333333,37.481247,126.952739
6239,202211,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1209.22,50.384166666666665,1384214,1345614,1279484,1450344,2729828,213247.33333333334,80574.66666666667,113742.83333333333,37.481247,126.952739
6240,202212,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1179.49,49.14541666666667,1396308,1355159,1229581,1521886,2751467,204930.16666666666,84549.22222222222,114644.45833333333,37.481247,126.952739
6241,202301,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1077.44,44.89333333333334,1268577,1244845,1148932,1364490,2513422,191488.66666666666,75805.0,104725.91666666667,37.481247,126.952739
6242,202302,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1187.65,49.48541666666667,1280012,1222359,1144940,1357431,2502371,190823.33333333334,75412.83333333333,104265.45833333333,37.481247,126.952739
6243,202303,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1258.52,52.43833333333333,1489244,1446589,1352111,1583722,2935833,225351.83333333334,87984.55555555556,122326.375,37.481247,126.952739
6244,202304,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1214.05,50.58541666666667,1391845,1348870,1245655,1495060,2740715,207609.16666666666,83058.88888888889,114196.45833333333,37.481247,126.952739
6245,202305,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1191.04,49.626666666666665,1410885,1367492,1254755,1523622,2778377,209125.83333333334,84645.66666666667,115765.70833333333,37.481247,126.952739
6246,202306,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1194.0,49.75,1365172,1330309,1225277,1470204,2695481,204212.83333333334,81678.0,112311.70833333333,37.481247,126.952739
6247,202307,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1144.76,47.69833333333333,1347604,1322890,1225168,1445326,2670494,204194.66666666666,80295.88888888889,111270.58333333333,37.481247,126.952739
6248,202308,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1106.53,46.10541666666666,1303537,1277730,1203185,1378082,2581267,200530.83333333334,76560.11111111111,107552.79166666667,37.481247,126.952739
6249,202309,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1141.18,47.54916666666667,1311565,1264639,1177839,1398365,2576204,196306.5,77686.94444444444,107341.83333333333,37.481247,126.952739
6250,202310,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1147.0900000000001,47.795416666666675,1351887,1324005,1205060,1470832,2675892,200843.33333333334,81712.88888888889,111495.5,37.481247,126.952739
6251,202311,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1201.4299999999998,50.05958333333333,1377512,1334712,1260462,1451762,2712224,210077.0,80653.44444444444,113009.33333333333,37.481247,126.952739
6252,202312,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1142.01,47.58375,1352825,1311196,1163060,1500961,2664021,193843.33333333334,83386.72222222222,111000.875,37.481247,126.952739
6253,202401,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1134.95,47.28958333333333,1333932,1313626,1229151,1418407,2647558,204858.5,78800.38888888889,110314.91666666667,37.481247,126.952739
6254,202402,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1136.99,47.374583333333334,1211058,1184547,1080850,1314755,2395605,180141.66666666666,73041.94444444444,99816.875,37.481247,126.952739
6255,202403,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1206.6,50.275,1430858,1383821,1261429,1553250,2814679,210238.16666666666,86291.66666666667,117278.29166666667,37.481247,126.952739
6256,202404,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1220.7800000000002,50.86583333333334,1402012,1353895,1253989,1501918,2755907,208998.16666666666,83439.88888888889,114829.45833333333,37.481247,126.952739
6257,202405,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1198.35,49.93125,1422194,1373211,1249977,1545428,2795405,208329.5,85857.11111111111,116475.20833333333,37.481247,126.952739
6258,202406,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1154.8,48.11666666666667,1323261,1283682,1157601,1449342,2606943,192933.5,80519.0,108622.625,37.481247,126.952739
6259,202407,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1173.0,48.875,1386216,1350139,1276581,1459774,2736355,212763.5,81098.55555555556,114014.79166666667,37.481247,126.952739
6260,202408,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1100.63,45.85958333333334,1302244,1265280,1178001,1389523,2567524,196333.5,77195.72222222222,106980.16666666667,37.481247,126.952739
6261,202409,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1103.96,45.998333333333335,1269237,1222912,1124395,1367754,2492149,187399.16666666666,75986.33333333333,103839.54166666667,37.481247,126.952739
6262,202410,2호선,서울대입구,관악구,1.0,4679.0,1750.0,1177.8,49.074999999999996,1400659,1346837,1241857,1505639,2747496,206976.16666666666,83646.61111111111,114479.0,37.481247,126.952739
6263,202111,분당선,서울숲,성동구,1.0,,,0.0,,314052,325833,324225,315660,639885,54037.5,17536.666666666668,26661.875,37.543617,127.044707
6264,202112,분당선,서울숲,성동구,1.0,,,0.0,,278153,284001,293820,268334,562154,48970.0,14907.444444444445,23423.083333333332,37.543617,127.044707
6265,202201,분당선,서울숲,성동구,1.0,,,0.0,,261604,267409,269215,259798,529013,44869.166666666664,14433.222222222223,22042.208333333332,37.543617,127.044707
6266,202202,분당선,서울숲,성동구,1.0,,,0.0,,216280,219003,220477,214806,435283,36746.166666666664,11933.666666666666,18136.791666666668,37.543617,127.044707
6267,202203,분당선,서울숲,성동구,1.0,,,0.0,,250910,255233,260743,245400,506143,43457.166666666664,13633.333333333334,21089.291666666668,37.543617,127.044707
6268,202204,분당선,서울숲,성동구,1.0,,,0.0,,381704,405707,353444,433967,787411,58907.333333333336,24109.277777777777,32808.791666666664,37.543617,127.044707
6269,202205,분당선,서울숲,성동구,1.0,,,0.0,,380744,394175,367653,407266,774919,61275.5,22625.88888888889,32288.291666666668,37.543617,127.044707
6270,202206,분당선,서울숲,성동구,1.0,,,0.0,,329370,339697,332233,336834,669067,55372.166666666664,18713.0,27877.791666666668,37.543617,127.044707
6271,202207,분당선,서울숲,성동구,1.0,,,0.0,,323766,332664,335751,320679,656430,55958.5,17815.5,27351.25,37.543617,127.044707
6272,202208,분당선,서울숲,성동구,1.0,,,0.0,,317727,325398,331564,311561,643125,55260.666666666664,17308.944444444445,26796.875,37.543617,127.044707
6273,202209,분당선,서울숲,성동구,1.0,,,0.0,,339535,350609,337152,352992,690144,56192.0,19610.666666666668,28756.0,37.543617,127.044707
6274,202210,분당선,서울숲,성동구,1.0,,,0.0,,369790,385018,349773,405035,754808,58295.5,22501.944444444445,31450.333333333332,37.543617,127.044707
6275,202211,분당선,서울숲,성동구,1.0,,,0.0,,357697,373090,359973,370814,730787,59995.5,20600.777777777777,30449.458333333332,37.543617,127.044707
6276,202212,분당선,서울숲,성동구,1.0,,,0.0,,335554,347534,339690,343398,683088,56615.0,19077.666666666668,28462.0,37.543617,127.044707
6277,202301,분당선,서울숲,성동구,1.0,,,0.0,,306145,316793,318565,304373,622938,53094.166666666664,16909.61111111111,25955.75,37.543617,127.044707
6278,202302,분당선,서울숲,성동구,1.0,,,0.0,,322097,329465,330350,321212,651562,55058.333333333336,17845.11111111111,27148.416666666668,37.543617,127.044707
6279,202303,분당선,서울숲,성동구,1.0,,,0.0,,389717,400770,385430,405057,790487,64238.333333333336,22503.166666666668,32936.958333333336,37.543617,127.044707
6280,202304,분당선,서울숲,성동구,1.0,,,0.0,,455292,486804,410716,531380,942096,68452.66666666667,29521.11111111111,39254.0,37.543617,127.044707
6281,202305,분당선,서울숲,성동구,1.0,,,0.0,,400983,412860,380572,433271,813843,63428.666666666664,24070.61111111111,33910.125,37.543617,127.044707
6282,202306,분당선,서울숲,성동구,1.0,,,0.0,,384892,394641,370382,409151,779533,61730.333333333336,22730.61111111111,32480.541666666668,37.543617,127.044707
6283,202307,분당선,서울숲,성동구,1.0,,,0.0,,369471,377756,368838,378389,747227,61473.0,21021.61111111111,31134.458333333332,37.543617,127.044707
6284,202308,분당선,서울숲,성동구,1.0,,,0.0,,361190,369594,364600,366184,730784,60766.666666666664,20343.555555555555,30449.333333333332,37.543617,127.044707
6285,202309,분당선,서울숲,성동구,1.0,,,0.0,,345535,353450,339860,359125,698985,56643.333333333336,19951.38888888889,29124.375,37.543617,127.044707
6286,202310,분당선,서울숲,성동구,1.0,,,0.0,,403793,420369,374948,449214,824162,62491.333333333336,24956.333333333332,34340.083333333336,37.543617,127.044707
6287,202311,분당선,서울숲,성동구,1.0,,,0.0,,389144,404654,384829,408969,793798,64138.166666666664,22720.5,33074.916666666664,37.543617,127.044707
6288,202312,분당선,서울숲,성동구,1.0,,,0.0,,352323,365527,344815,373035,717850,57469.166666666664,20724.166666666668,29910.416666666668,37.543617,127.044707
6289,202401,분당선,서울숲,성동구,1.0,,,0.0,,347313,357381,366508,338186,704694,61084.666666666664,18788.11111111111,29362.25,37.543617,127.044707
6290,202402,분당선,서울숲,성동구,1.0,,,0.0,,326988,334519,322914,338593,661507,53819.0,18810.722222222223,27562.791666666668,37.543617,127.044707
6291,202403,분당선,서울숲,성동구,1.0,,,0.0,,398844,409912,379299,429457,808756,63216.5,23858.722222222223,33698.166666666664,37.543617,127.044707
6292,202404,분당선,서울숲,성동구,1.0,,,0.0,,506499,539896,447148,599247,1046395,74524.66666666667,33291.5,43599.791666666664,37.543617,127.044707
6293,202405,분당선,서울숲,성동구,1.0,,,0.0,,427096,437822,394362,470556,864918,65727.0,26142.0,36038.25,37.543617,127.044707
6294,202406,분당선,서울숲,성동구,1.0,,,0.0,,382208,390175,359665,412718,772383,59944.166666666664,22928.777777777777,32182.625,37.543617,127.044707
6295,202407,분당선,서울숲,성동구,1.0,,,0.0,,374126,377691,387091,364726,751817,64515.166666666664,20262.555555555555,31325.708333333332,37.543617,127.044707
6296,202408,분당선,서울숲,성동구,1.0,,,0.0,,347643,353411,353927,347127,701054,58987.833333333336,19284.833333333332,29210.583333333332,37.543617,127.044707
6297,202409,분당선,서울숲,성동구,1.0,,,0.0,,343177,348475,334116,357536,691652,55686.0,19863.11111111111,28818.833333333332,37.543617,127.044707
6298,202410,분당선,서울숲,성동구,1.0,,,0.0,,425698,437691,396398,466991,863389,66066.33333333333,25943.944444444445,35974.541666666664,37.543617,127.044707
6299,202111,1호선,서울,중구,3.0,8725.0,2080.0,925.16,38.54833333333333,1266869,1215592,1207898,1274563,2482461,201316.33333333334,70809.05555555556,103435.875,37.554648,126.972559
6300,202111,4호선,서울,중구,3.0,5833.0,2867.0,206.08,8.586666666666668,289062,473028,401250,360840,762090,66875.0,20046.666666666668,31753.75,37.554648,126.972559
6301,202111,경부선,서울,중구,3.0,,,0.0,,204466,60263,115679,149050,264729,19279.833333333332,8280.555555555555,11030.375,,
6302,202111,경의선,서울,중구,3.0,,,0.0,,108949,135771,155761,88959,244720,25960.166666666668,4942.166666666667,10196.666666666666,37.554648,126.972559
6303,202111,공항철도 1호선,서울,중구,3.0,,,0.0,,241705,229533,204153,267085,471238,34025.5,14838.055555555555,19634.916666666668,,
6304,202112,1호선,서울,중구,3.0,8725.0,2080.0,838.47,34.93625,1182429,1142388,1130449,1194368,2324817,188408.16666666666,66353.77777777778,96867.375,37.554648,126.972559
6305,202112,4호선,서울,중구,3.0,5833.0,2867.0,189.79,7.907916666666666,275548,449808,376828,348528,725356,62804.666666666664,19362.666666666668,30223.166666666668,37.554648,126.972559
6306,202112,경부선,서울,중구,3.0,,,0.0,,186813,60738,108101,139450,247551,18016.833333333332,7747.222222222223,10314.625,,
6307,202112,경의선,서울,중구,3.0,,,0.0,,103552,129411,148141,84822,232963,24690.166666666668,4712.333333333333,9706.791666666666,37.554648,126.972559
6308,202112,공항철도 1호선,서울,중구,3.0,,,0.0,,227744,214119,189835,252028,441863,31639.166666666668,14001.555555555555,18410.958333333332,,
6309,202201,1호선,서울,중구,3.0,8725.0,2080.0,768.3299999999999,32.013749999999995,1085116,1045157,1025785,1104488,2130273,170964.16666666666,61360.444444444445,88761.375,37.554648,126.972559
6310,202201,4호선,서울,중구,3.0,5833.0,2867.0,177.3,7.3875,261618,415983,351454,326147,677601,58575.666666666664,18119.277777777777,28233.375,37.554648,126.972559
6311,202201,경부선,서울,중구,3.0,,,0.0,,172903,56112,97931,131084,229015,16321.833333333334,7282.444444444444,9542.291666666666,,
6312,202201,경의선,서울,중구,3.0,,,0.0,,92339,113683,131374,74648,206022,21895.666666666668,4147.111111111111,8584.25,37.554648,126.972559
6313,202201,공항철도 1호선,서울,중구,3.0,,,0.0,,209975,198628,172317,236286,408603,28719.5,13127.0,17025.125,,
6314,202202,1호선,서울,중구,3.0,8725.0,2080.0,706.71,29.446250000000003,913411,856407,859353,910465,1769818,143225.5,50581.38888888889,73742.41666666667,37.554648,126.972559
6315,202202,4호선,서울,중구,3.0,5833.0,2867.0,160.13,6.672083333333333,216899,335850,285589,267160,552749,47598.166666666664,14842.222222222223,23031.208333333332,37.554648,126.972559
6316,202202,경부선,서울,중구,3.0,,,0.0,,155559,46033,86991,114601,201592,14498.5,6366.722222222223,8399.666666666666,,
6317,202202,경의선,서울,중구,3.0,,,0.0,,77349,95925,110559,62715,173274,18426.5,3484.1666666666665,7219.75,37.554648,126.972559
6318,202202,공항철도 1호선,서울,중구,3.0,,,0.0,,181122,162417,144550,198989,343539,24091.666666666668,11054.944444444445,14314.125,,
6319,202203,1호선,서울,중구,3.0,8725.0,2080.0,697.74,29.0725,984646,949974,957163,977457,1934620,159527.16666666666,54303.166666666664,80609.16666666667,37.554648,126.972559
6320,202203,4호선,서울,중구,3.0,5833.0,2867.0,159.18,6.6325,243198,365194,318400,289992,608392,53066.666666666664,16110.666666666666,25349.666666666668,37.554648,126.972559
6321,202203,경부선,서울,중구,3.0,,,0.0,,156525,49447,93305,112667,205972,15550.833333333334,6259.277777777777,8582.166666666666,,
6322,202203,경의선,서울,중구,3.0,,,0.0,,92531,114235,132676,74090,206766,22112.666666666668,4116.111111111111,8615.25,37.554648,126.972559
6323,202203,공항철도 1호선,서울,중구,3.0,,,0.0,,195319,180011,164480,210850,375330,27413.333333333332,11713.888888888889,15638.75,,
6324,202204,1호선,서울,중구,3.0,8725.0,2080.0,869.01,36.20875,1182030,1149762,1128666,1203126,2331792,188111.0,66840.33333333333,97158.0,37.554648,126.972559
6325,202204,4호선,서울,중구,3.0,5833.0,2867.0,199.07,8.294583333333334,280723,455469,378407,357785,736192,63067.833333333336,19876.944444444445,30674.666666666668,37.554648,126.972559
6326,202204,경부선,서울,중구,3.0,,,0.0,,198802,59553,112105,146250,258355,18684.166666666668,8125.0,10764.791666666666,,
6327,202204,경의선,서울,중구,3.0,,,0.0,,105853,133486,151991,87348,239339,25331.833333333332,4852.666666666667,9972.458333333334,37.554648,126.972559
6328,202204,공항철도 1호선,서울,중구,3.0,,,0.0,,239097,228146,198689,268554,467243,33114.833333333336,14919.666666666666,19468.458333333332,,
6329,202205,1호선,서울,중구,3.0,8725.0,2080.0,994.6600000000001,41.44416666666667,1396699,1361151,1301457,1456393,2757850,216909.5,80910.72222222222,114910.41666666667,37.554648,126.972559
6330,202205,4호선,서울,중구,3.0,5833.0,2867.0,227.62,9.484166666666667,319224,550762,438131,431855,869986,73021.83333333333,23991.944444444445,36249.416666666664,37.554648,126.972559
6331,202205,경부선,서울,중구,3.0,,,0.0,,257622,73585,137463,193744,331207,22910.5,10763.555555555555,13800.291666666666,,
6332,202205,경의선,서울,중구,3.0,,,0.0,,120319,153626,171210,102735,273945,28535.0,5707.5,11414.375,37.554648,126.972559
6333,202205,공항철도 1호선,서울,중구,3.0,,,0.0,,290898,275242,234531,331609,566140,39088.5,18422.722222222223,23589.166666666668,,
6334,202206,1호선,서울,중구,3.0,8725.0,2080.0,989.8,41.24166666666667,1345471,1310348,1256334,1399485,2655819,209389.0,77749.16666666667,110659.125,37.554648,126.972559
6335,202206,4호선,서울,중구,3.0,5833.0,2867.0,225.95999999999998,9.415,308120,527552,417902,417770,835672,69650.33333333333,23209.444444444445,34819.666666666664,37.554648,126.972559
6336,202206,경부선,서울,중구,3.0,,,0.0,,249969,70814,133510,187273,320783,22251.666666666668,10404.055555555555,13365.958333333334,,
6337,202206,경의선,서울,중구,3.0,,,0.0,,114236,143875,162887,95224,258111,27147.833333333332,5290.222222222223,10754.625,37.554648,126.972559
6338,202206,공항철도 1호선,서울,중구,3.0,,,0.0,,287752,271221,231288,327685,558973,38548.0,18204.722222222223,23290.541666666668,,
6339,202207,1호선,서울,중구,3.0,8725.0,2080.0,972.8799999999999,40.53666666666666,1363951,1333458,1274084,1423325,2697409,212347.33333333334,79073.61111111111,112392.04166666667,37.554648,126.972559
6340,202207,4호선,서울,중구,3.0,5833.0,2867.0,224.16,9.34,317165,539510,426423,430252,856675,71070.5,23902.88888888889,35694.791666666664,37.554648,126.972559
6341,202207,경부선,서울,중구,3.0,,,0.0,,257905,73065,132693,198277,330970,22115.5,11015.388888888889,13790.416666666666,,
6342,202207,경의선,서울,중구,3.0,,,0.0,,115057,143703,163663,95097,258760,27277.166666666668,5283.166666666667,10781.666666666666,37.554648,126.972559
6343,202207,공항철도 1호선,서울,중구,3.0,,,0.0,,292474,272861,230480,334855,565335,38413.333333333336,18603.055555555555,23555.625,,
6344,202208,1호선,서울,중구,3.0,8725.0,2080.0,956.25,39.84375,1348283,1303078,1257177,1394184,2651361,209529.5,77454.66666666667,110473.375,37.554648,126.972559
6345,202208,4호선,서울,중구,3.0,5833.0,2867.0,217.39,9.057916666666666,306306,524493,417232,413567,830799,69538.66666666667,22975.944444444445,34616.625,37.554648,126.972559
6346,202208,경부선,서울,중구,3.0,,,0.0,,260132,73589,135327,198394,333721,22554.5,11021.888888888889,13905.041666666666,,
